name,title,longtitle,size,shoulders,layers,mmposition,videotutorial,videoauthor,videotutorial2,videoauthor2,videotutorial3,videoauthor3,position,description,pretied,finish,newborns,legstraighteners,leaners,bigkids,feeding,quickups,pregnancy,difficulty,fancy,votes,rings,pass_horizontal,pass_sling,pass_cross,pass_reinforcing_cross,pass_reinforcing_horizontal,pass_poppins,pass_ruck,pass_kangaroo,other_legpasses,other_chestpass,other_waistband,other_bunchedpasses,other_shoulderflip,other_twistedpass,other_s2s,other_eyelet,other_sternum,other_poppins
ruck_knotless_tibetan,Ruck Knotless Tibetan,Ruck Knotless Tibetan,-1,2,1,0,https://www.youtube.com/embed/dIofPUCXrRI?si=VyhqnQNWLtlt4Sy6,Wrapyouinlove,https://www.youtube.com/embed/oMxySLVflFo?si=j1IWHNuIDErGmmeY,Wraplena,https://www.youtube.com/embed/FxJSAMIl5Bc?si=gsmZW46gGTywDaOl,The Rogue Unicorn,back,,0,knotless tibetan,5,2,5,2,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruck_lacuna_finish,Ruck with a Lacuna Finish,Ruck with a Lacuna Finish,0,2,3,0,https://www.youtube.com/embed/Qw469dULbFo?si=p52XrV0dDyQDosPF,Carry your Sunshine,,,,,back,,0,knotless,4,4,5,3,1,3,1,4,5,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ruck_tas,Ruck Tied at Shoulder,Ruck Tied at shoulder,-4,2,1,1,https://www.youtube.com/embed/G2S7CDaMMFo?si=aPr0ndEwpCIl2RlH,Tandem Trouble,,,,,back,,0,TAS,5,1,4,1,1,5,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruck_tibetan,Ruck Tied Tibetan,Ruck Tied Tibetan,0,2,1,0,https://www.youtube.com/embed/_9HNx4oZEQg?si=bZMDxGE6IEVjWANT,WrappingRachel,,,,,back,,0,tibetan,5,2,5,2,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruck_tif,Ruck TIF,Ruck Tied in Front,-2,2,1,0,https://www.youtube.com/embed/3m6ZXNOYzz4?si=Zt5j79owMAtkcSSB,Wrapyouinlove,https://www.youtube.com/embed/Yilj-4iwtwA?si=5k-QQ6oNXSC0Usrr,Wraplena,https://www.youtube.com/embed/Axpw3OcASw4?si=GAcg4euDDdCid8xx,Oscha Slings,back,,0,TIF,5,2,5,1,1,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruck_tub,Ruck TUB,Ruck Tied Under Bum,-4,2,1,0,https://www.youtube.com/embed/VjA6A0TKcuQ?si=rz4tdRGHDx88po9y,Tandem Trouble,https://www.youtube.com/embed/rPJWydaOZQQ?si=TwO20yJQ5hPNXPcc,WrappingRachel,,,back,,0,TUB,4,1,5,1,1,5,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruck_waistband_chestbelt,Ruck with Waist Band and Chest Belt,Ruck with Waist Band and Chest Belt,-1,2,1,2,https://www.youtube.com/embed/Faqz9Q-ZjCA?si=olekD50zONU3EYNd,Wrapyouinlove,,,,,back,,0,CCCB,3,2,5,3,1,4,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
ruck_xena,Ruck with a Xena Finish,Ruck with a Xena Finish,-1,2,1,0,https://www.youtube.com/embed/BTZisYtuUBc?si=5Yz6YZae8hsAm_08,Sommertset Slings,,,,,back,,0,ring(s),4,2,5,1,1,3,1,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ruckless_bikini_carry,Ruckless Bikini Carry,Ruckless Bikini Carry,0,2,3,1,https://www.youtube.com/embed/0rE8-a3Gdz8?si=JZI6paDHdhAX61LO,silverzephyr16,,,,,back,,0,TIF,1,5,4,5,1,1,1,5,5,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
russian_jordan,Russian Jordan,Russian Jordan,-1,2,3,0,https://www.youtube.com/embed/SG32FUaMTb8?si=gMAPlcWrOLi0hZuJ,Wraplena,https://www.youtube.com/embed/2uW8_4vElFE?si=aqVJHfk7uUv3MsMh,Wrapyouinlove,,,back,,0,CCCB,1,5,2,3,1,2,1,3,2,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
sarahs_wiggleproof,Sarah's Wiggleproof Back Carry,Sarah's Wiggleproof Back Carry,1,2,4,7,https://www.youtube.com/embed/ovc4tGMsQas?si=8dCVxiVoLxykI4ZU,silverzephyr16,,,,,back,,0,CCCB,1,5,4,5,1,1,1,4,3,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
semi_ccc,Semi Charlie's Cross Carry,Semi Charlie's Cross Carry,-1,1,3,6,https://www.youtube.com/embed/frcJknbqCZQ?si=pG73XG5UuVL3lGlY,silverzephyr16,https://www.youtube.com/embed/7U2fX01ap-E?si=uoVcq_hjKvpYr2mu,Jessica L,,,back,,0,slipknot,1,5,2,5,1,1,1,4,2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
semi_dh,Semi Double Hammock,Semi Double Hammock,-3,1,2,7,https://www.youtube.com/embed/ZgD5J6ePnpI?si=C_53jV0TnJqTc00J,Wraplena,https://www.youtube.com/embed/-w3jat5Jtig?si=hjh4izqyTGLWH82_,Wrapyouinlove,,,back,,0,slipknot,1,2,1,4,1,3,1,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
semi_dh_ring,Semi Double Hammock with a Ring,Semi Double Hammock with a Ring,-3,1,2,1,https://www.youtube.com/embed/-w3jat5Jtig?si=2wHXGAcQB0tvgxXq,Wrapyouinlove,,,,,back,,0,ring(s),1,2,1,4,1,3,1,4,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
semi_pwcc,Semi Pocket Wrap Cross Carry,Semi Pocket Wrap Cross Carry,-2,1,2,5,https://www.youtube.com/embed/okiS2nttJCA?si=3iXF0wdF_sWxTU8f,Alyssa Leonard,,,,,front,,1,slipknot,5,4,3,4,4,3,1,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
shepherds,Shepherd's Carry,Shepherd's Carry,-2,2,2,7,https://www.youtube.com/embed/EV9sQX2UE0Y?si=_VGQX33LwUskf3g-,WrapYourBaby,https://www.youtube.com/embed/9P_RY6FeDt0?si=I7XfRQFJFNiX0KT4,Wrapyouinlove,,,back,,0,slipknot,1,2,4,3,1,2,1,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
short_annes_fwcc,Short Anne's FWCC,Short Anne's Front Wrap Cross Carry,-1,2,1,4,https://www.youtube.com/embed/mTaniwAkD9A?si=4NYLb57OLrF48sjU,Oscha Slings,,,,,front,,0,knotless,5,1,5,1,2,3,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
short_dh,Short Double Hammock,Short Double Hammock,-3,2,2,1,https://www.youtube.com/embed/HZreX69qdJA?si=amtG_JRIM7Y9IsFH,Tandem Trouble,,,,,back,,0,knotless,1,1,4,3,1,4,1,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
short_double_sling_s2s,Double Sling S2S Knotless,Double Sling Shoulder to Shoulder Knotless,-2,2,2,7,https://www.youtube.com/embed/qf401PKGWDc?si=hU0j-bphfc7W7G6M,Alyssa Leonard,,,,,back,,0,knotless,2,2,4,2,1,3,1,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
short_eyelet,Short Hannah's Eyelet Carry,Short Hannah's Eyelet Carry,-2,2,2,1,https://www.youtube.com/embed/yI5XUYtK84c?si=4pA_3LPH_S8CQ_oK,Carry your Sunshine,,,,,back,,0,knotless,1,2,4,2,1,2,1,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
short_fcc,Short Front Cross Carry,Short Front Cross Carry,-3,2,2,4,https://www.youtube.com/embed/02pqYtiKE6o?si=pLsD9Q8mOxAg-Gcq,Tandem Trouble,,,,,front,,1,knotless,5,5,1,1,5,5,1,3,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
short_fcc_ring,Short Front Cross Carry with a Ring,Short Front Cross Carry with a Ring,-3,2,2,4,https://www.youtube.com/embed/dcDIE1zgDWE?si=WSeiBZe91zErMxyp,Oscha Slings,,,,,front,,1,ring(s),6,5,1,1,5,5,1,2,5,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
short_fdh,Short Front Double Hammock,Short Front Double Hammock,-3,2,2,4,https://www.youtube.com/embed/DvVzHy6mSv8?si=hNA5xQqf3Youe-IQ,Alyssa Leonard,,,,,front,,1,knotless,5,2,5,2,3,2,1,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short_fdh_ring,Short Front Double Hammock with a Ring,Short Front Double Hammock with a Ring,-3,2,2,4,https://www.youtube.com/embed/56SSfJuyMFw?si=sy1SiokiZkofvVIV,Wrapyouinlove,,,,,front,,1,ring(s),5,2,5,2,3,2,1,4,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short_rbc,Short Ruckless Bikini Carry,Short Ruckless Bikini Carry,-2,2,2,7,https://www.youtube.com/embed/tRLEw5fd_xY?si=-8DNbe5ATIHjuerF,Wrapping My Heart,https://www.youtube.com/embed/DCv__q8GwDs?si=QKf0L9ff65PMM1em,Wraplena,https://www.youtube.com/embed/z0Qe83iKOIQ?si=oifyMVqKgeaJwgBp,Wraplena,back,,0,slipknot,1,2,4,3,1,2,1,5,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
short_rbc_ring,Short Ruckless Bikini Carry with a Ring,Short Ruckless Bikini Carry with a Ring,-2,2,2,6,https://www.youtube.com/embed/Q49HOOTn8zU?si=IYVPAVBIrvMCsQMl,Wunne Ba,,,,,back,,0,slipknot,1,2,4,3,1,2,1,4,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
silas_twist,Sila's Twist,Sila's Twist,0,2,3,0,https://www.youtube.com/embed/Miveie2nECY?si=LPEDc4m7kxcPfij1,Wrapping My Heart,,,,,back,,0,TIF,2,4,4,5,1,2,1,4,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
strangleproof_ruck,Strangleproof Ruck,Strangleproof Ruck,0,2,3,0,https://www.youtube.com/embed/9HZfi_SU780?si=guD8ONEehRmCmrkP,Wraplena,https://www.youtube.com/embed/MabObD3pjkU?si=ZCvDNYhcatuKzs7,Babywearing Tips,,,back,,0,strangleproof,4,3,5,3,1,3,1,3,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
taiwanese,Taiwanese Back Carry,Taiwanese Back Carry,1,2,3,7,https://www.youtube.com/embed/Shv-erhNCgs?si=C8I4Kyz_q_5RqSKv,Tandem Trouble,https://www.youtube.com/embed/fmVEgtU1-W8?si=tHQ69cy65wYUTcWL,WrappingRachel,,,back,,0,TIF,1,2,4,5,1,1,1,4,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
torso_ccc,Torso Charlie's Cross Carry,Torso Charlie's Cross Carry,-1,0,3,0,https://www.youtube.com/embed/sF0A4UP5eEc?si=tw7SGfVF9phwnSbs,Oscha Slings,,,,,back,,0,TIF,1,5,2,5,1,1,1,5,4,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
torso_dh,Torso Double Hammock,Torso Double Hammock,-3,0,2,1,https://www.youtube.com/embed/PwSDiNm5t-U?si=ptH8DtqAI4PhgG1A,Alyssa Leonard,,,,,back,,0,TIF,1,3,1,4,1,3,1,4,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
torso_dh_pond,Torso DH with a Pond Finish,Torso Double Hammock with a Pond Finish,0,0,2,1,https://www.youtube.com/embed/pAB8Kw9h_5s?si=zpnV0WIeL-1mkCUA,Wunne Ba,,,,,back,,0,TUB,1,3,3,4,1,2,1,4,5,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
traditional_back_carry,Traditional Back Carry,Traditional Back Carry,-5,1,1,6,https://www.youtube.com/embed/YBCc9rZwt78?si=lNrE8mMwCIK3j687,Tandem Trouble,,,,,back,,1,slipknot,1,1,1,3,1,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tsc,Traditional Sling Carry,Traditional Sling Carry,-5,1,1,5,https://www.youtube.com/embed/JkULVMZfdMI?si=K1TDx2gQ-Wq6Oo1u,Oscha Slings,,,,,front,,1,slipknot,5,1,2,2,5,5,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twisted_pirate,Twisted Pirate,Twisted Pirate,-2,2,2,7,https://www.youtube.com/embed/rex7k2ubjg0?si=mo0d2EGR92ow34yf,Wraplena,https://www.youtube.com/embed/I05vP1wDsz0?si=SEmwTncTcqH3etwp,Oscha Slings,https://www.youtube.com/embed/YNTEb5fHtUg?si=q731q_c8PQxHJ6BV,Silverzephyr16,back,,0,slipknot,2,2,5,4,1,3,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
twisted_russian_jordan,Twisted Russian Jordan,Twisted Russian Jordan,0,2,3,6,https://www.youtube.com/embed/ZGa4Jy_iRII?si=Me3XY2DeWek80m0i,silverzephyr16,,,,,back,,0,slipknot,1,5,2,5,1,1,1,4,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
wendys_dh_cccb,Wendy's Double Hammock CCCB,Wendy's Double Hammock Candy Cane Chest Belt,0,2,3,2,https://www.youtube.com/embed/_uWUVGgzXvU?si=YcNn4MOP13ltBb0b,Tandem Trouble,,,,,back,,0,CCCB,1,3,4,5,1,2,1,4,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
tandem_fwcc_single_pocket,Tandem FWCC Single Pocket,Tandem Front Wrap Cross Carry Single Pocket,1,2,1,3,https://www.youtube.com/embed/HdeHTs2-n5s?si=8krKUaQfux9N3jiJ,Twinmommy101,https://www.youtube.com/embed/AKHwW-eotjc?si=Hlg7gyflOEec5HER,WrappingRachel,,,tandem,,0,tied at the back,5,1,3,2,4,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tandem_fwcc_separate_pockets,Tandem FWCC Separate Pockets,Tandem Front Wrap Cross Carry Separate Pockets,1,2,1,3,https://www.youtube.com/embed/zgJ4q61E7ks?si=BYeIE3a8kRuSOsmI,Little But Once,https://www.youtube.com/embed/P_sedIbbdss?si=WtPbMhdEN6AiNjZj,WrapYourBaby,,,tandem,,0,tied at the back,5,1,3,2,4,4,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tandem_pwcc,Tandem PWCC,Tandem Pocket Wrap Cross Carry,0,2,2,3,https://www.youtube.com/embed/DW3SZRmnUus?si=9_xm9zTENH62DW6S,Tandem Trouble,,,,,tandem,,1,tied at the back,5,4,4,2,3,2,1,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jasmines_tandem_hip_carry,Jasmine's Tandem Hip Carry with 2 rings,Jasmine's Tandem Hip Carry with 2 rings,-2,2,1,3,https://www.youtube.com/embed/ImEJ_B-D1m0?si=oncBwi6vxerYuQHB,Tandem Trouble,,,,,tandem,,1,ring(s),5,1,2,2,5,5,1,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amandas_tandem_hip_carry,Amanda's Tandem Hip Carry,Amanda's Tandem Hip Carry,0,2,1,3,https://www.youtube.com/embed/NE2oFcaDEKs?si=Yl02gpeP1tsziVao,Twinmommy101,https://www.youtube.com/embed/xipA6fwk-c4?si=Nr4jfPBe4C6ahmKg,Tandem Trouble,,,tandem,,0,tied at the back,5,2,2,2,4,3,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ruck_plus_fcc,Ruck & Front Cross Carry,Ruck & Front Cross Carry,2,2,-1,0,https://www.youtube.com/embed/033aqJmwtBs?si=F_E788yo1IyMFiFp,Mandy Johnston,,,,,tandem,,0,TUB,5,0,0,2,4,3,1,3,2,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ruck_plus_fdh,Ruck & Front Double Hammock,Ruck & Front Double Hammock,2,2,-1,0,https://www.youtube.com/embed/033aqJmwtBs?si=F_E788yo1IyMFiFp,Mandy Johnston,,,,,tandem,,0,TUB,5,0,0,2,2,3,1,3,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
